user_id,session_id,timestamp,channel,page_url
U00010,SU00010_4,2024-05-01 23:00:00,Organic Search,/landing-page
U00010,SU00010_5,2024-05-04 01:00:00,Email,/checkout
U00011,SU00011_1,2024-05-01 11:00:00,Direct,/landing-page
U00011,SU00011_2,2024-05-01 12:00:00,Google Ads,/product
U00011,SU00011_3,2024-05-02 09:00:00,Facebook,/about
U00011,SU00011_4,2024-05-03 05:00:00,Google Ads,/product
U00011,SU00011_5,2024-05-05 12:00:00,Facebook,/promo
U00012,SU00012_1,2024-05-01 12:00:00,Email,/product
U00012,SU00012_2,2024-05-02 05:00:00,Google Ads,/checkout
U00012,SU00012_3,2024-05-05 09:00:00,Organic Search,/landing-page
U00012,SU00012_4,2024-05-02 00:00:00,Direct,/checkout
U00012,SU00012_5,2024-05-03 05:00:00,Direct,/landing-page
U00013,SU00013_1,2024-05-01 11:00:00,Facebook,/landing-page
U00013,SU00013_2,2024-05-03 00:00:00,Direct,/checkout
U00014,SU00014_1,2024-05-01 11:00:00,Email,/promo
U00014,SU00014_2,2024-05-02 12:00:00,Organic Search,/about
U00014,SU00014_3,2024-05-03 03:00:00,Google Ads,/about
U00014,SU00014_4,2024-05-06 09:00:00,Google Ads,/checkout
U00015,SU00015_1,2024-05-01 10:00:00,Organic Search,/product
U00015,SU00015_2,2024-05-02 15:00:00,Direct,/checkout
U00015,SU00015_3,2024-05-01 12:00:00,Google Ads,/product
U00015,SU00015_4,2024-05-03 11:00:00,Google Ads,/checkout
U00016,SU00016_1,2024-05-01 10:00:00,Direct,/about
U00016,SU00016_2,2024-05-02 01:00:00,Google Ads,/about
U00016,SU00016_3,2024-05-02 20:00:00,Google Ads,/promo
U00016,SU00016_4,2024-05-02 13:00:00,Email,/about
U00017,SU00017_1,2024-05-01 09:00:00,Direct,/landing-page
U00017,SU00017_2,2024-05-02 09:00:00,Facebook,/product
U00018,SU00018_1,2024-05-01 10:00:00,Google Ads,/promo
U00018,SU00018_2,2024-05-03 00:00:00,Direct,/product
U00019,SU00019_1,2024-05-01 11:00:00,Google Ads,/product
U00019,SU00019_2,2024-05-03 10:00:00,Facebook,/product
U00019,SU00019_3,2024-05-02 21:00:00,Google Ads,/about
U00020,SU00020_1,2024-05-01 11:00:00,Organic Search,/promo
U00020,SU00020_2,2024-05-02 00:00:00,Google Ads,/product
U00020,SU00020_3,2024-05-03 14:00:00,Organic Search,/landing-page
U00020,SU00020_4,2024-05-03 16:00:00,Direct,/about
U00020,SU00020_5,2024-05-08 18:00:00,Google Ads,/landing-page
U00021,SU00021_1,2024-05-01 10:00:00,Google Ads,/landing-page
U00021,SU00021_2,2024-05-03 02:00:00,Organic Search,/promo
U00021,SU00021_3,2024-05-03 16:00:00,Facebook,/checkout
U00021,SU00021_4,2024-05-03 01:00:00,Google Ads,/about
U00022,SU00022_1,2024-05-01 09:00:00,Organic Search,/checkout
U00022,SU00022_2,2024-05-02 06:00:00,Organic Search,/checkout
U00022,SU00022_3,2024-05-03 04:00:00,Organic Search,/about
U00023,SU00023_1,2024-05-01 11:00:00,Direct,/checkout
U00023,SU00023_2,2024-05-02 09:00:00,Direct,/landing-page
U00023,SU00023_3,2024-05-03 04:00:00,Email,/about
U00023,SU00023_4,2024-05-06 06:00:00,Facebook,/about
U00023,SU00023_5,2024-05-06 07:00:00,Direct,/about
U00024,SU00024_1,2024-05-01 11:00:00,Google Ads,/product
U00024,SU00024_2,2024-05-03 07:00:00,Email,/product
U00025,SU00025_1,2024-05-01 13:00:00,Facebook,/checkout
U00025,SU00025_2,2024-05-02 02:00:00,Facebook,/about
U00025,SU00025_3,2024-05-02 19:00:00,Google Ads,/landing-page
U00025,SU00025_4,2024-05-04 23:00:00,Email,/checkout
U00025,SU00025_5,2024-05-06 10:00:00,Direct,/product
U00026,SU00026_1,2024-05-01 12:00:00,Direct,/checkout
U00026,SU00026_2,2024-05-03 02:00:00,Facebook,/checkout
U00027,SU00027_1,2024-05-01 11:00:00,Facebook,/about
U00027,SU00027_2,2024-05-02 04:00:00,Organic Search,/checkout
U00027,SU00027_3,2024-05-04 03:00:00,Organic Search,/about
U00027,SU00027_4,2024-05-02 03:00:00,Email,/promo
U00027,SU00027_5,2024-05-05 04:00:00,Direct,/landing-page
U00028,SU00028_1,2024-05-01 10:00:00,Facebook,/about
U00028,SU00028_2,2024-05-02 11:00:00,Facebook,/landing-page
U00028,SU00028_3,2024-05-02 17:00:00,Facebook,/checkout
U00029,SU00029_1,2024-05-01 13:00:00,Google Ads,/promo
U00029,SU00029_2,2024-05-02 09:00:00,Facebook,/checkout
U00030,SU00030_1,2024-05-01 11:00:00,Facebook,/about
U00030,SU00030_2,2024-05-01 14:00:00,Organic Search,/about
U00030,SU00030_3,2024-05-05 08:00:00,Facebook,/product
U00031,SU00031_1,2024-05-01 09:00:00,Google Ads,/about
U00031,SU00031_2,2024-05-01 21:00:00,Email,/landing-page
U00032,SU00032_1,2024-05-01 11:00:00,Facebook,/promo
U00032,SU00032_2,2024-05-01 18:00:00,Google Ads,/checkout
U00032,SU00032_3,2024-05-01 19:00:00,Email,/landing-page
U00032,SU00032_4,2024-05-06 15:00:00,Google Ads,/product
U00033,SU00033_1,2024-05-01 08:00:00,Direct,/product
U00033,SU00033_2,2024-05-02 16:00:00,Organic Search,/product
U00033,SU00033_3,2024-05-04 14:00:00,Email,/promo
U00034,SU00034_1,2024-05-01 10:00:00,Google Ads,/checkout
U00034,SU00034_2,2024-05-03 07:00:00,Google Ads,/promo
U00034,SU00034_3,2024-05-05 01:00:00,Direct,/landing-page
U00034,SU00034_4,2024-05-04 09:00:00,Organic Search,/landing-page
U00034,SU00034_5,2024-05-06 23:00:00,Google Ads,/about
U00035,SU00035_1,2024-05-01 12:00:00,Email,/about
U00035,SU00035_2,2024-05-01 23:00:00,Direct,/checkout
U00036,SU00036_1,2024-05-01 09:00:00,Organic Search,/about
U00036,SU00036_2,2024-05-02 04:00:00,Direct,/checkout
U00036,SU00036_3,2024-05-05 02:00:00,Organic Search,/landing-page
U00036,SU00036_4,2024-05-05 11:00:00,Email,/about
U00037,SU00037_1,2024-05-01 12:00:00,Direct,/landing-page
U00037,SU00037_2,2024-05-02 21:00:00,Google Ads,/product
U00037,SU00037_3,2024-05-05 11:00:00,Facebook,/checkout
U00037,SU00037_4,2024-05-03 13:00:00,Facebook,/about
U00038,SU00038_1,2024-05-01 12:00:00,Direct,/promo
U00038,SU00038_2,2024-05-02 19:00:00,Facebook,/checkout
U00038,SU00038_3,2024-05-03 08:00:00,Facebook,/promo
U00038,SU00038_4,2024-05-04 00:00:00,Email,/landing-page
U00038,SU00038_5,2024-05-09 07:00:00,Organic Search,/landing-page
U00039,SU00039_1,2024-05-01 11:00:00,Organic Search,/checkout
U00039,SU00039_2,2024-05-02 20:00:00,Google Ads,/product
U00039,SU00039_3,2024-05-02 23:00:00,Organic Search,/product
U00040,SU00040_1,2024-05-01 10:00:00,Email,/about
U00040,SU00040_2,2024-05-01 15:00:00,Direct,/promo
U00040,SU00040_3,2024-05-04 01:00:00,Facebook,/promo
U00040,SU00040_4,2024-05-02 20:00:00,Organic Search,/about
U00041,SU00041_1,2024-05-01 10:00:00,Email,/product
U00041,SU00041_2,2024-05-03 01:00:00,Google Ads,/product
U00042,SU00042_1,2024-05-01 13:00:00,Facebook,/promo
U00042,SU00042_2,2024-05-03 03:00:00,Organic Search,/checkout
U00042,SU00042_3,2024-05-04 18:00:00,Direct,/landing-page
U00043,SU00043_1,2024-05-01 12:00:00,Google Ads,/product
U00043,SU00043_2,2024-05-02 03:00:00,Direct,/landing-page
U00043,SU00043_3,2024-05-02 08:00:00,Facebook,/about
U00044,SU00044_1,2024-05-01 11:00:00,Facebook,/landing-page
U00044,SU00044_2,2024-05-03 06:00:00,Organic Search,/checkout
U00044,SU00044_3,2024-05-05 00:00:00,Facebook,/landing-page
U00045,SU00045_1,2024-05-01 08:00:00,Email,/promo
U00045,SU00045_2,2024-05-03 01:00:00,Facebook,/landing-page
U00045,SU00045_3,2024-05-03 22:00:00,Facebook,/promo
U00045,SU00045_4,2024-05-05 14:00:00,Facebook,/landing-page
U00046,SU00046_1,2024-05-01 10:00:00,Google Ads,/product
U00046,SU00046_2,2024-05-03 06:00:00,Organic Search,/checkout
U00046,SU00046_3,2024-05-01 17:00:00,Facebook,/checkout
U00046,SU00046_4,2024-05-06 19:00:00,Organic Search,/product
U00047,SU00047_1,2024-05-01 10:00:00,Facebook,/promo
U00047,SU00047_2,2024-05-02 15:00:00,Organic Search,/landing-page
U00047,SU00047_3,2024-05-02 10:00:00,Facebook,/about
U00047,SU00047_4,2024-05-03 22:00:00,Direct,/landing-page
U00047,SU00047_5,2024-05-06 10:00:00,Organic Search,/promo
U00048,SU00048_1,2024-05-01 13:00:00,Facebook,/landing-page
U00048,SU00048_2,2024-05-02 01:00:00,Direct,/about
U00049,SU00049_1,2024-05-01 12:00:00,Facebook,/about
U00049,SU00049_2,2024-05-01 18:00:00,Direct,/product
U00049,SU00049_3,2024-05-05 07:00:00,Organic Search,/checkout
U00049,SU00049_4,2024-05-01 16:00:00,Google Ads,/product
U00050,SU00050_1,2024-05-01 10:00:00,Facebook,/promo
U00050,SU00050_2,2024-05-02 20:00:00,Facebook,/about
U00051,SU00051_1,2024-05-01 10:00:00,Facebook,/product
U00051,SU00051_2,2024-05-03 01:00:00,Google Ads,/promo
U00051,SU00051_3,2024-05-03 17:00:00,Direct,/promo
U00052,SU00052_1,2024-05-01 13:00:00,Email,/about
U00052,SU00052_2,2024-05-03 00:00:00,Organic Search,/promo
U00052,SU00052_3,2024-05-04 13:00:00,Facebook,/promo
U00052,SU00052_4,2024-05-03 02:00:00,Direct,/about
U00053,SU00053_1,2024-05-01 13:00:00,Facebook,/product
U00053,SU00053_2,2024-05-02 18:00:00,Email,/checkout
U00053,SU00053_3,2024-05-04 16:00:00,Google Ads,/about
U00053,SU00053_4,2024-05-02 10:00:00,Google Ads,/product
U00054,SU00054_1,2024-05-01 11:00:00,Direct,/about
U00054,SU00054_2,2024-05-03 03:00:00,Organic Search,/checkout
U00055,SU00055_1,2024-05-01 10:00:00,Email,/promo
U00055,SU00055_2,2024-05-02 01:00:00,Facebook,/landing-page
U00055,SU00055_3,2024-05-04 20:00:00,Facebook,/product
U00055,SU00055_4,2024-05-07 03:00:00,Google Ads,/landing-page
U00055,SU00055_5,2024-05-04 22:00:00,Organic Search,/promo
U00056,SU00056_1,2024-05-01 11:00:00,Email,/product
U00056,SU00056_2,2024-05-01 19:00:00,Direct,/product
U00056,SU00056_3,2024-05-04 03:00:00,Email,/about
U00056,SU00056_4,2024-05-06 15:00:00,Facebook,/promo
U00056,SU00056_5,2024-05-08 14:00:00,Facebook,/promo
U00057,SU00057_1,2024-05-01 13:00:00,Organic Search,/about
U00057,SU00057_2,2024-05-02 07:00:00,Facebook,/about
U00057,SU00057_3,2024-05-02 01:00:00,Facebook,/checkout
U00057,SU00057_4,2024-05-04 09:00:00,Organic Search,/landing-page
U00058,SU00058_1,2024-05-01 09:00:00,Direct,/about
U00058,SU00058_2,2024-05-02 05:00:00,Direct,/promo
U00058,SU00058_3,2024-05-02 16:00:00,Direct,/promo
U00058,SU00058_4,2024-05-06 22:00:00,Google Ads,/landing-page
U00058,SU00058_5,2024-05-04 20:00:00,Google Ads,/checkout
U00059,SU00059_1,2024-05-01 12:00:00,Email,/product
U00059,SU00059_2,2024-05-01 20:00:00,Direct,/checkout
U00059,SU00059_3,2024-05-02 22:00:00,Organic Search,/about
U00059,SU00059_4,2024-05-03 20:00:00,Google Ads,/about
U00060,SU00060_1,2024-05-01 11:00:00,Direct,/promo
U00060,SU00060_2,2024-05-01 17:00:00,Google Ads,/promo
U00060,SU00060_3,2024-05-04 06:00:00,Facebook,/promo
U00061,SU00061_1,2024-05-01 10:00:00,Email,/about
U00061,SU00061_2,2024-05-01 14:00:00,Direct,/product
U00061,SU00061_3,2024-05-04 22:00:00,Facebook,/promo
U00061,SU00061_4,2024-05-06 19:00:00,Google Ads,/product
U00061,SU00061_5,2024-05-01 22:00:00,Organic Search,/about
U00062,SU00062_1,2024-05-01 11:00:00,Direct,/about
U00062,SU00062_2,2024-05-03 00:00:00,Facebook,/landing-page
U00062,SU00062_3,2024-05-04 04:00:00,Organic Search,/landing-page
U00063,SU00063_1,2024-05-01 11:00:00,Direct,/promo
U00063,SU00063_2,2024-05-01 16:00:00,Organic Search,/product
U00063,SU00063_3,2024-05-02 04:00:00,Google Ads,/product
U00064,SU00064_1,2024-05-01 10:00:00,Direct,/product
U00064,SU00064_2,2024-05-01 15:00:00,Direct,/product
U00065,SU00065_1,2024-05-01 09:00:00,Organic Search,/product
U00065,SU00065_2,2024-05-01 20:00:00,Email,/landing-page
U00065,SU00065_3,2024-05-04 23:00:00,Email,/landing-page
U00066,SU00066_1,2024-05-01 10:00:00,Google Ads,/product
U00066,SU00066_2,2024-05-03 11:00:00,Direct,/landing-page
U00066,SU00066_3,2024-05-05 08:00:00,Facebook,/about
U00066,SU00066_4,2024-05-04 08:00:00,Facebook,/checkout
U00067,SU00067_1,2024-05-01 09:00:00,Google Ads,/about
U00067,SU00067_2,2024-05-02 14:00:00,Google Ads,/about
U00067,SU00067_3,2024-05-05 08:00:00,Google Ads,/landing-page
U00067,SU00067_4,2024-05-04 01:00:00,Google Ads,/product
U00068,SU00068_1,2024-05-01 11:00:00,Facebook,/checkout
U00068,SU00068_2,2024-05-03 03:00:00,Google Ads,/landing-page
U00068,SU00068_3,2024-05-04 22:00:00,Facebook,/about
U00068,SU00068_4,2024-05-03 09:00:00,Organic Search,/about
U00069,SU00069_1,2024-05-01 11:00:00,Organic Search,/product
U00069,SU00069_2,2024-05-03 08:00:00,Google Ads,/landing-page
U00069,SU00069_3,2024-05-01 21:00:00,Facebook,/landing-page
U00069,SU00069_4,2024-05-07 11:00:00,Email,/checkout
U00069,SU00069_5,2024-05-02 03:00:00,Google Ads,/about
U00070,SU00070_1,2024-05-01 12:00:00,Direct,/promo
U00070,SU00070_2,2024-05-02 09:00:00,Direct,/checkout
U00070,SU00070_3,2024-05-02 15:00:00,Facebook,/product
U00070,SU00070_4,2024-05-02 09:00:00,Direct,/promo
U00070,SU00070_5,2024-05-02 20:00:00,Direct,/product
U00071,SU00071_1,2024-05-01 12:00:00,Google Ads,/product
U00071,SU00071_2,2024-05-02 06:00:00,Organic Search,/promo
U00072,SU00072_1,2024-05-01 08:00:00,Google Ads,/checkout
U00072,SU00072_2,2024-05-02 01:00:00,Facebook,/about
U00072,SU00072_3,2024-05-03 05:00:00,Organic Search,/promo
U00072,SU00072_4,2024-05-07 07:00:00,Direct,/checkout
U00072,SU00072_5,2024-05-02 08:00:00,Email,/product
U00073,SU00073_1,2024-05-01 12:00:00,Facebook,/checkout
U00073,SU00073_2,2024-05-02 17:00:00,Organic Search,/product
U00073,SU00073_3,2024-05-04 03:00:00,Organic Search,/about
U00073,SU00073_4,2024-05-02 11:00:00,Direct,/about
U00074,SU00074_1,2024-05-01 10:00:00,Email,/promo
U00074,SU00074_2,2024-05-02 01:00:00,Organic Search,/promo
U00074,SU00074_3,2024-05-03 04:00:00,Google Ads,/about
U00074,SU00074_4,2024-05-07 13:00:00,Email,/product
U00074,SU00074_5,2024-05-05 15:00:00,Direct,/checkout
U00075,SU00075_1,2024-05-01 08:00:00,Facebook,/landing-page
U00075,SU00075_2,2024-05-02 14:00:00,Organic Search,/checkout
U00075,SU00075_3,2024-05-03 19:00:00,Facebook,/promo
U00075,SU00075_4,2024-05-02 11:00:00,Google Ads,/promo
U00076,SU00076_1,2024-05-01 08:00:00,Email,/about
U00076,SU00076_2,2024-05-03 01:00:00,Direct,/landing-page
U00076,SU00076_3,2024-05-03 14:00:00,Organic Search,/product
U00076,SU00076_4,2024-05-04 03:00:00,Google Ads,/checkout
U00077,SU00077_1,2024-05-01 10:00:00,Email,/landing-page
U00077,SU00077_2,2024-05-01 21:00:00,Email,/product
U00077,SU00077_3,2024-05-04 16:00:00,Google Ads,/product
U00077,SU00077_4,2024-05-06 15:00:00,Facebook,/checkout
U00078,SU00078_1,2024-05-01 11:00:00,Facebook,/landing-page
U00078,SU00078_2,2024-05-02 20:00:00,Organic Search,/promo
U00078,SU00078_3,2024-05-04 14:00:00,Organic Search,/checkout
U00078,SU00078_4,2024-05-02 03:00:00,Facebook,/about
U00079,SU00079_1,2024-05-01 13:00:00,Facebook,/checkout
U00079,SU00079_2,2024-05-02 22:00:00,Facebook,/checkout
U00080,SU00080_1,2024-05-01 08:00:00,Organic Search,/landing-page
U00080,SU00080_2,2024-05-02 18:00:00,Google Ads,/product
U00080,SU00080_3,2024-05-05 07:00:00,Facebook,/checkout
U00081,SU00081_1,2024-05-01 11:00:00,Direct,/landing-page
U00081,SU00081_2,2024-05-03 04:00:00,Google Ads,/promo
U00081,SU00081_3,2024-05-02 02:00:00,Organic Search,/promo
U00081,SU00081_4,2024-05-07 07:00:00,Organic Search,/landing-page
U00082,SU00082_1,2024-05-01 13:00:00,Email,/checkout
U00082,SU00082_2,2024-05-03 08:00:00,Organic Search,/checkout
U00082,SU00082_3,2024-05-03 14:00:00,Email,/checkout
U00082,SU00082_4,2024-05-02 07:00:00,Direct,/promo
U00083,SU00083_1,2024-05-01 10:00:00,Email,/product
U00083,SU00083_2,2024-05-01 19:00:00,Organic Search,/landing-page
U00083,SU00083_3,2024-05-04 03:00:00,Organic Search,/checkout
U00084,SU00084_1,2024-05-01 11:00:00,Facebook,/landing-page
U00084,SU00084_2,2024-05-02 15:00:00,Email,/about
U00084,SU00084_3,2024-05-04 20:00:00,Facebook,/product
U00085,SU00085_1,2024-05-01 11:00:00,Facebook,/promo
U00085,SU00085_2,2024-05-02 12:00:00,Email,/product
U00085,SU00085_3,2024-05-04 15:00:00,Organic Search,/landing-page
U00085,SU00085_4,2024-05-06 17:00:00,Organic Search,/checkout
U00085,SU00085_5,2024-05-02 12:00:00,Organic Search,/landing-page
U00086,SU00086_1,2024-05-01 10:00:00,Facebook,/promo
U00086,SU00086_2,2024-05-01 14:00:00,Google Ads,/about
U00086,SU00086_3,2024-05-04 05:00:00,Email,/about
U00087,SU00087_1,2024-05-01 10:00:00,Google Ads,/promo
U00087,SU00087_2,2024-05-01 19:00:00,Google Ads,/promo
U00087,SU00087_3,2024-05-03 23:00:00,Facebook,/about
U00087,SU00087_4,2024-05-06 08:00:00,Google Ads,/landing-page
U00088,SU00088_1,2024-05-01 09:00:00,Organic Search,/landing-page
U00088,SU00088_2,2024-05-01 13:00:00,Facebook,/checkout
U00088,SU00088_3,2024-05-03 20:00:00,Google Ads,/about
U00088,SU00088_4,2024-05-06 05:00:00,Direct,/checkout
U00088,SU00088_5,2024-05-04 01:00:00,Organic Search,/about
U00089,SU00089_1,2024-05-01 08:00:00,Direct,/promo
U00089,SU00089_2,2024-05-01 13:00:00,Facebook,/about
U00089,SU00089_3,2024-05-01 17:00:00,Organic Search,/promo
U00089,SU00089_4,2024-05-07 08:00:00,Organic Search,/landing-page
U00089,SU00089_5,2024-05-05 05:00:00,Google Ads,/checkout
U00090,SU00090_1,2024-05-01 11:00:00,Facebook,/about
U00090,SU00090_2,2024-05-03 04:00:00,Email,/landing-page
U00090,SU00090_3,2024-05-05 09:00:00,Google Ads,/promo
U00090,SU00090_4,2024-05-03 01:00:00,Email,/landing-page
U00091,SU00091_1,2024-05-01 10:00:00,Organic Search,/promo
U00091,SU00091_2,2024-05-01 15:00:00,Organic Search,/landing-page
U00091,SU00091_3,2024-05-03 12:00:00,Facebook,/about
U00091,SU00091_4,2024-05-04 14:00:00,Email,/about
U00091,SU00091_5,2024-05-09 00:00:00,Organic Search,/checkout
U00092,SU00092_1,2024-05-01 10:00:00,Direct,/promo
U00092,SU00092_2,2024-05-02 06:00:00,Google Ads,/promo
U00093,SU00093_1,2024-05-01 11:00:00,Organic Search,/about
U00093,SU00093_2,2024-05-01 13:00:00,Direct,/about
U00093,SU00093_3,2024-05-02 20:00:00,Google Ads,/about
U00093,SU00093_4,2024-05-04 09:00:00,Google Ads,/product
U00093,SU00093_5,2024-05-07 23:00:00,Google Ads,/product
U00094,SU00094_1,2024-05-01 09:00:00,Direct,/product
U00094,SU00094_2,2024-05-03 08:00:00,Organic Search,/promo
U00094,SU00094_3,2024-05-03 19:00:00,Direct,/product
U00094,SU00094_4,2024-05-05 17:00:00,Facebook,/promo
U00095,SU00095_1,2024-05-01 13:00:00,Direct,/about
U00095,SU00095_2,2024-05-02 22:00:00,Organic Search,/promo
U00096,SU00096_1,2024-05-01 11:00:00,Google Ads,/product
U00096,SU00096_2,2024-05-01 18:00:00,Email,/about
U00096,SU00096_3,2024-05-02 00:00:00,Organic Search,/landing-page
U00096,SU00096_4,2024-05-06 00:00:00,Organic Search,/product
U00097,SU00097_1,2024-05-01 10:00:00,Email,/product
U00097,SU00097_2,2024-05-02 05:00:00,Google Ads,/promo
U00097,SU00097_3,2024-05-04 12:00:00,Facebook,/checkout
U00097,SU00097_4,2024-05-02 13:00:00,Google Ads,/promo
U00098,SU00098_1,2024-05-01 09:00:00,Email,/promo
U00098,SU00098_2,2024-05-03 03:00:00,Facebook,/about
U00098,SU00098_3,2024-05-05 03:00:00,Email,/checkout
U00098,SU00098_4,2024-05-06 13:00:00,Email,/about
U00098,SU00098_5,2024-05-06 21:00:00,Google Ads,/checkout
U00099,SU00099_1,2024-05-01 11:00:00,Google Ads,/promo
U00099,SU00099_2,2024-05-02 00:00:00,Email,/promo
U00099,SU00099_3,2024-05-04 17:00:00,Direct,/product
U00100,SU00100_1,2024-05-01 10:00:00,Google Ads,/landing-page
U00100,SU00100_2,2024-05-03 06:00:00,Email,/checkout
U00100,SU00100_3,2024-05-03 16:00:00,Facebook,/checkout
U00100,SU00100_4,2024-05-03 21:00:00,Facebook,/product
U00101,SU00101_1,2024-05-01 09:00:00,Google Ads,/product
U00101,SU00101_2,2024-05-02 17:00:00,Facebook,/about
U00101,SU00101_3,2024-05-02 15:00:00,Direct,/product
U00101,SU00101_4,2024-05-04 02:00:00,Organic Search,/about
U00101,SU00101_5,2024-05-02 23:00:00,Direct,/checkout
U00102,SU00102_1,2024-05-01 10:00:00,Google Ads,/landing-page
U00102,SU00102_2,2024-05-02 07:00:00,Direct,/about
U00102,SU00102_3,2024-05-02 18:00:00,Organic Search,/checkout
U00102,SU00102_4,2024-05-07 08:00:00,Email,/product
U00103,SU00103_1,2024-05-01 09:00:00,Facebook,/checkout
U00103,SU00103_2,2024-05-02 16:00:00,Email,/checkout
U00103,SU00103_3,2024-05-03 07:00:00,Google Ads,/promo
U00103,SU00103_4,2024-05-05 12:00:00,Organic Search,/checkout
U00104,SU00104_1,2024-05-01 13:00:00,Organic Search,/landing-page
U00104,SU00104_2,2024-05-02 12:00:00,Direct,/checkout
U00104,SU00104_3,2024-05-02 14:00:00,Direct,/promo
U00104,SU00104_4,2024-05-02 04:00:00,Direct,/about
U00105,SU00105_1,2024-05-01 11:00:00,Organic Search,/promo
U00105,SU00105_2,2024-05-02 22:00:00,Email,/product
U00106,SU00106_1,2024-05-01 10:00:00,Facebook,/checkout
U00106,SU00106_2,2024-05-02 15:00:00,Direct,/checkout
U00107,SU00107_1,2024-05-01 12:00:00,Direct,/promo
U00107,SU00107_2,2024-05-02 22:00:00,Direct,/promo
U00107,SU00107_3,2024-05-04 00:00:00,Organic Search,/promo
U00107,SU00107_4,2024-05-06 22:00:00,Facebook,/checkout
U00107,SU00107_5,2024-05-04 18:00:00,Direct,/about
U00108,SU00108_1,2024-05-01 13:00:00,Email,/checkout
U00108,SU00108_2,2024-05-03 06:00:00,Email,/product
U00108,SU00108_3,2024-05-01 16:00:00,Email,/landing-page
U00109,SU00109_1,2024-05-01 12:00:00,Google Ads,/product
U00109,SU00109_2,2024-05-02 20:00:00,Direct,/promo
U00109,SU00109_3,2024-05-05 02:00:00,Direct,/about
U00110,SU00110_1,2024-05-01 12:00:00,Direct,/about
U00110,SU00110_2,2024-05-02 00:00:00,Organic Search,/checkout
U00110,SU00110_3,2024-05-03 03:00:00,Organic Search,/promo
U00110,SU00110_4,2024-05-07 05:00:00,Facebook,/promo
U00111,SU00111_1,2024-05-01 12:00:00,Facebook,/promo
U00111,SU00111_2,2024-05-01 21:00:00,Google Ads,/promo
U00111,SU00111_3,2024-05-05 05:00:00,Organic Search,/about
U00111,SU00111_4,2024-05-06 17:00:00,Facebook,/product
U00112,SU00112_1,2024-05-01 09:00:00,Email,/landing-page
U00112,SU00112_2,2024-05-03 04:00:00,Email,/landing-page
U00112,SU00112_3,2024-05-02 01:00:00,Organic Search,/about
U00112,SU00112_4,2024-05-02 06:00:00,Google Ads,/checkout
U00113,SU00113_1,2024-05-01 12:00:00,Facebook,/product
U00113,SU00113_2,2024-05-02 06:00:00,Organic Search,/landing-page
U00113,SU00113_3,2024-05-01 22:00:00,Direct,/landing-page
U00114,SU00114_1,2024-05-01 09:00:00,Facebook,/about
U00114,SU00114_2,2024-05-01 23:00:00,Google Ads,/landing-page
U00114,SU00114_3,2024-05-03 01:00:00,Organic Search,/promo
U00115,SU00115_1,2024-05-01 11:00:00,Organic Search,/product
U00115,SU00115_2,2024-05-01 18:00:00,Email,/about
U00115,SU00115_3,2024-05-04 22:00:00,Email,/landing-page
U00115,SU00115_4,2024-05-07 10:00:00,Organic Search,/checkout
U00115,SU00115_5,2024-05-08 17:00:00,Email,/checkout
U00116,SU00116_1,2024-05-01 11:00:00,Google Ads,/about
U00116,SU00116_2,2024-05-03 04:00:00,Email,/product
U00116,SU00116_3,2024-05-04 01:00:00,Email,/landing-page
